TP,FP,FN,TN,coverage,accuracy,precision,recall,F1,max_epochs,warmup_frac,calibration_frac,transformer_lr,score_lr,use_counts,batch_size,fold,threshold,d,half,model_size
1116197392,1692878,294355272,1159403835894,1.0,0.9997449654990704,0.9984856492220833,0.7913191903340377,0.8829128607100293,1,0.1,0,1e-05,10,True,8,0,0.62,128.0,False,large
1114732558,1485206,295820106,1159404043566,1.0,0.9997438825006351,0.9986694298837552,0.7902807080161596,0.8823378219463631,1,0.1,0,1e-05,10,True,8,0,0.64,128.0,False,large
1100806886,1451664,309745778,1159404077108,1.0,0.9997319149458931,0.9986830095352855,0.7804082145209432,0.8761556617281157,1,0.1,0,1e-05,10,True,8,0,0.66,128.0,False,large
1042076026,1258018,368476638,1159404270754,1.0,0.9996814873071516,0.9987942327701903,0.7387714422834197,0.8493269249983647,1,0.1,0,1e-05,10,True,8,0,0.68,128.0,False,large
916203130,561786,494349534,1159404966986,1.0,0.9995736522538629,0.9993872082251455,0.649534862031922,0.7873468905777785,1,0.1,0,1e-05,10,True,8,0,0.7000000000000001,128.0,False,large
912703686,553530,497848978,1159404975242,1.0,0.9995706447248874,0.9993938947425738,0.6470539592699673,0.7855235437763093,1,0.1,0,1e-05,10,True,8,0,0.72,128.0,False,large
866256584,418466,544296080,1159405110306,1.0,0.9995307486218435,0.99951715928594,0.6141256587637766,0.7607992636611659,1,0.1,0,1e-05,10,True,8,0,0.74,128.0,False,large
835370916,411002,575181748,1159405117770,1.0,0.9995041481943565,0.9995082425317557,0.5922295121056182,0.7437635717260217,1,0.1,0,1e-05,10,True,8,0,0.76,128.0,False,large
814954090,398920,595598574,1159405129852,1.0,0.9994865702642035,0.9995107395261839,0.5777551670343022,0.7322449459733934,1,0.1,0,1e-05,10,True,8,0,0.78,128.0,False,large
802352272,393066,608200392,1159405135706,1.0,0.9994757193083963,0.9995103478259004,0.5688212092164748,0.7250286868509991,1,0.1,0,1e-05,10,True,8,0,0.8,128.0,False,large
794905010,359896,615647654,1159405168876,1.0,0.9994693323431236,0.9995474514249469,0.5635415325407517,0.7207350424722565,1,0.1,0,1e-05,10,True,8,0,0.8200000000000001,128.0,False,large
