,TP,FP,FN,TN,coverage,accuracy,precision,recall,F1,seed,threshold,train_counts,test_counts
1777,692,26,838,7167450,1.0,0.9998794812000437,0.9637883008356546,0.4522875816993464,0.6156583629893239,18,0.42,True,False
1778,863898,11574,1647806,9708363772,1.0,0.9998291216866744,0.9867797028345853,0.3439489685090281,0.5100992685352046,18,0.44,True,True
1779,684,24,846,7167452,1.0,0.9998786442639328,0.9661016949152542,0.4470588235294118,0.6112600536193029,18,0.44,True,False
1780,863446,9826,1648258,9708365520,1.0,0.9998292551451311,0.9887480647495854,0.34376901099811125,0.5101637352820227,18,0.46,True,True
1781,678,18,852,7167458,1.0,0.9998786442639328,0.9741379310344828,0.44313725490196076,0.6091644204851752,18,0.46,True,False
1782,860150,9784,1651554,9708365562,1.0,0.9998289200573083,0.988753169780696,0.3424567544583279,0.5087179644893984,18,0.48,True,True
1783,674,14,856,7167462,1.0,0.9998786442639328,0.9796511627906976,0.44052287581699345,0.6077547339945897,18,0.48,True,False
1784,830650,2248,1681054,9708373098,1.0,0.9998266582659923,0.9973009900371954,0.33071173991839803,0.4967108194039231,18,0.5,True,True
1785,656,10,874,7167466,1.0,0.9998766914130076,0.984984984984985,0.4287581699346405,0.5974499089253188,18,0.5,True,False
1786,826528,2232,1685176,9708373114,1.0,0.9998262354415913,0.9973068198272117,0.32907062297149664,0.4948581993399719,18,0.52,True,True
1787,644,8,886,7167468,1.0,0.9998752965194896,0.9877300613496932,0.42091503267973857,0.5902841429880843,18,0.52,True,False
1788,825568,2232,1686136,9708373114,1.0,0.9998261365834752,0.9973036965450592,0.3286884123288413,0.4944255194783417,18,0.54,True,True
1789,632,8,898,7167468,1.0,0.999873622647268,0.9875,0.4130718954248366,0.5824884792626727,18,0.54,True,False
1790,819336,1198,1692368,9708374148,1.0,0.999825601307967,0.9985399751868905,0.3262072282402704,0.49176319338534646,18,0.56,True,True
1791,618,6,912,7167470,1.0,0.9998719487750464,0.9903846153846154,0.403921568627451,0.573816155988858,18,0.56,True,False
1792,785518,1056,1726186,9708374290,1.0,0.9998221334476339,0.9986574689730401,0.3127430620805636,0.4763200676231658,18,0.58,True,True
1793,596,4,934,7167472,1.0,0.9998691589880103,0.9933333333333333,0.3895424836601307,0.5596244131455399,18,0.58,True,False
1794,775110,1056,1736594,9708374290,1.0,0.9998210616608912,0.9986394662997349,0.3085992616964419,0.47149674409268,18,0.6,True,True
1795,556,4,974,7167472,1.0,0.9998635794139383,0.9928571428571429,0.3633986928104575,0.5320574162679426,18,0.6,True,False
1796,754372,1056,1757332,9708374290,1.0,0.9998189261196277,0.9986021169456255,0.3003427155429143,0.46179462599001203,18,0.62,True,True
1797,538,4,992,7167472,1.0,0.9998610686056059,0.992619926199262,0.3516339869281046,0.5193050193050194,18,0.62,True,False
1798,747702,1040,1764002,9708374306,1.0,0.9998182409093102,0.998611003523243,0.2976871478486319,0.4586501355949463,18,0.64,True,True
1799,514,2,1016,7167474,1.0,0.9998579998398662,0.9961240310077519,0.3359477124183007,0.5024437927663734,18,0.64,True,False
1800,738804,1040,1772900,9708374306,1.0,0.999817324618146,0.9985942982574705,0.29414453295452014,0.4544321658483898,18,0.66,True,True
1801,492,2,1038,7167474,1.0,0.9998549310741266,0.9959514170040485,0.3215686274509804,0.48616600790513836,18,0.66,True,False
1802,699450,1040,1812254,9708374306,1.0,0.9998132720532467,0.998515324986795,0.27847628542216757,0.43549673525322563,18,0.68,True,True
1803,462,2,1068,7167474,1.0,0.9998507463935725,0.9956896551724138,0.30196078431372547,0.46339017051153464,18,0.68,True,False
1804,682438,1040,1829266,9708374306,1.0,0.9998115202050466,0.9984783709204978,0.271703194325446,0.4271669031685832,18,0.7000000000000001,True,True
1805,452,2,1078,7167474,1.0,0.9998493515000545,0.9955947136563876,0.2954248366013072,0.45564516129032256,18,0.7000000000000001,True,False
1806,607334,1040,1904370,9708374306,1.0,0.9998037862050924,0.9982905252361212,0.24180158171504285,0.3893069339933168,18,0.72,True,True
1807,424,2,1106,7167474,1.0,0.9998454457982041,0.9953051643192489,0.27712418300653596,0.4335378323108384,18,0.72,True,False
1808,560188,1040,1951516,9708374306,1.0,0.9997989312418168,0.9981469206810779,0.22303105779980442,0.36459511632538566,18,0.74,True,True
1809,384,2,1146,7167474,1.0,0.999839866224132,0.9948186528497409,0.25098039215686274,0.40083507306889354,18,0.74,True,False
1810,550944,1040,1960760,9708374306,1.0,0.99979797932054,0.9981158874170266,0.21935068781990236,0.35966064429537214,18,0.76,True,True
1811,364,2,1166,7167474,1.0,0.9998370764370961,0.994535519125683,0.23790849673202613,0.38396624472573837,18,0.76,True,False
1812,489172,1040,2022532,9708374306,1.0,0.999791618212674,0.9978784689073299,0.19475702550937532,0.3259065210352322,18,0.78,True,True
1813,344,2,1186,7167474,1.0,0.99983428665006,0.9942196531791907,0.22483660130718955,0.3667377398720682,18,0.78,True,False
1814,481328,1040,2030376,9708374306,1.0,0.9997908104594833,0.9978439697492371,0.19163404605001227,0.32152065815384534,18,0.8,True,True
1815,306,2,1224,7167474,1.0,0.9998289860546915,0.9935064935064936,0.2,0.3329706202393906,18,0.8,True,False
1816,419182,1040,2092522,9708374306,1.0,0.9997844108381427,0.9975251176758951,0.1668914808432841,0.285943096790301,18,0.8200000000000001,True,True
1817,270,2,1260,7167474,1.0,0.9998239644380267,0.9926470588235294,0.17647058823529413,0.29966703662597116,18,0.8200000000000001,True,False
1818,386922,1040,2124782,9708374306,1.0,0.999781088793531,0.9973193250885396,0.1540476107057201,0.266873495085296,18,0.84,True,True
1819,242,2,1288,7167474,1.0,0.9998200587361763,0.9918032786885246,0.15816993464052287,0.27282976324689967,18,0.84,True,False
1820,381078,1040,2130626,9708374306,1.0,0.9997804869947489,0.9972783276370126,0.15172090341855568,0.2633734901455584,18,0.86,True,True
1821,210,2,1320,7167474,1.0,0.9998155950769186,0.9905660377358491,0.13725490196078433,0.24110218140068887,18,0.86,True,False
1822,320656,1040,2191048,9708374306,1.0,0.9997742649061087,0.9967671341887994,0.12766472482426272,0.2263400861156208,18,0.88,True,True
1823,176,2,1354,7167474,1.0,0.9998108524389574,0.9887640449438202,0.11503267973856209,0.20608899297423885,18,0.88,True,False
1824,267508,1040,2244196,9708374306,1.0,0.9997687918736528,0.9961273217450884,0.1065045881202562,0.19243435487142893,18,0.9,True,True
1825,136,2,1394,7167474,1.0,0.9998052728648853,0.9855072463768116,0.08888888888888889,0.1630695443645084,18,0.9,True,False
1826,215924,1040,2295780,9708374306,1.0,0.9997634798975444,0.9952065780498147,0.08596713625490902,0.15826329916281498,18,0.92,True,True
1827,114,2,1416,7167474,1.0,0.9998022040991457,0.9827586206896551,0.07450980392156863,0.13851761846901578,18,0.92,True,False
1828,77340,0,2434364,9708375346,1.0,0.9997493160009517,1.0,0.03079184489892121,0.05974405996962585,18,0.9400000000000001,True,True
1829,74,0,1456,7167476,1.0,0.9997969035037773,1.0,0.048366013071895426,0.09226932668329177,18,0.9400000000000001,True,False
1830,44772,0,2466932,9708375346,1.0,0.9997459622393611,1.0,0.01782534884683864,0.03502634094746048,18,0.96,True,True
1831,26,0,1504,7167476,1.0,0.9997902080148907,1.0,0.01699346405228758,0.033419023136246784,18,0.96,True,False
1832,34422,0,2477282,9708375346,1.0,0.9997448964252962,1.0,0.013704640355710705,0.027038724713545206,18,0.98,True,True
1833,10,0,1520,7167476,1.0,0.9997879761852619,1.0,0.006535947712418301,0.012987012987012988,18,0.98,True,False
1834,32260,0,2479444,9708375346,1.0,0.9997446737885805,1.0,0.012843870137563981,0.025361994116268945,18,1.0,True,True
1835,4,0,1526,7167476,1.0,0.9997871392491512,1.0,0.00261437908496732,0.005215123859191656,18,1.0,True,False
1836,2446186,8804122202,0,0,1.0,0.00027776835337283253,0.00027776835337283253,1.0,0.0005553824390800696,19,0.0,True,True
1837,1596,7307316,0,0,1.0,0.00021836355397355996,0.00021836355397355996,1.0,0.0004366317634834679,19,0.0,True,False
1838,1462000,184172226,984186,8619949976,1.0,0.9789751917157314,0.00787570283510111,0.5976650998738444,0.015546541869548864,19,0.02,True,True
1839,1240,82114,356,7225202,1.0,0.9887165148520053,0.014876310674952611,0.7769423558897243,0.02919364331959976,19,0.02,True,False
1840,1412276,20015802,1033910,8784106400,1.0,0.9976097713578557,0.0659077309686851,0.5773379456836071,0.11830949008522317,19,0.04,True,True
1841,1214,4364,382,7302952,1.0,0.9993506557473945,0.21764073144496235,0.7606516290726817,0.33844438249233344,19,0.04,True,False
1842,1325024,5544746,1121162,8798577456,1.0,0.9992430754288943,0.19287749080391337,0.5416693579310813,0.2844633443953578,19,0.06,True,True
1843,1188,1280,408,7306036,1.0,0.999769049073241,0.4813614262560778,0.7443609022556391,0.5846456692913385,19,0.06,True,False
1844,1318862,4428410,1127324,8799693792,1.0,0.9993691374715752,0.22947617582741864,0.5391503344390002,0.3219304962568918,19,0.08,True,True
1845,1176,818,420,7306498,1.0,0.9998306177444741,0.5897693079237714,0.7368421052631579,0.6551532033426184,19,0.08,True,False
1846,1295368,4037688,1150818,8800084514,1.0,0.9994108368014186,0.24289413049478573,0.5295459952759112,0.3330319329312547,19,0.1,True,True
1847,1084,492,512,7306824,1.0,0.9998626334535153,0.6878172588832487,0.6791979949874687,0.6834804539722572,19,0.1,True,False
1848,1256608,3863466,1189578,8800258736,1.0,0.9994262187293197,0.24542770280273293,0.5137009205350697,0.3321609355216448,19,0.12,True,True
1849,1018,364,578,7306952,1.0,0.9998711162482186,0.7366136034732272,0.6378446115288221,0.6836803223640028,19,0.12,True,False
1850,1125916,3790680,1320270,8800331522,1.0,0.9994196434099162,0.2290031558419687,0.4602740756426535,0.3058398306509686,19,0.14,True,True
1851,988,304,608,7307012,1.0,0.9998752208263009,0.7647058823529411,0.6190476190476191,0.6842105263157895,19,0.14,True,False
1852,1125594,3699196,1320592,8800423006,1.0,0.9994299950015899,0.23329388429340966,0.4601424421528044,0.3096129047874728,19,0.16,True,True
1853,978,244,618,7307072,1.0,0.9998820617897711,0.8003273322422259,0.6127819548872181,0.6941092973740242,19,0.16,True,False
1854,1092992,3683402,1353194,8800438800,1.0,0.9994280864261654,0.228832043587694,0.4468147557054124,0.3026597143956869,19,0.18,True,True
1855,946,206,650,7307110,1.0,0.9998828827053876,0.8211805555555556,0.5927318295739349,0.688500727802038,19,0.18,True,False
1856,1090774,3662372,1355412,8800459830,1.0,0.999430222559012,0.22948464027824939,0.44590803806415374,0.3030208913827005,19,0.2,True,True
1857,936,194,660,7307122,1.0,0.9998831563439264,0.8283185840707965,0.5864661654135338,0.6867204695524579,19,0.2,True,False
1858,1065194,3646118,1380992,8800476084,1.0,0.9994291635767173,0.22609285905921747,0.4354509428146511,0.29764423266342516,19,0.22,True,True
1859,928,176,668,7307140,1.0,0.9998845245366205,0.8405797101449275,0.581453634085213,0.6874074074074074,19,0.22,True,False
1860,1051460,3643540,1394726,8800478662,1.0,0.9994278967949803,0.2239531416400426,0.42983648831282656,0.29447769600175655,19,0.24,True,True
1861,920,158,676,7307158,1.0,0.9998858927293146,0.8534322820037106,0.5764411027568922,0.6881077038145101,19,0.24,True,False
1862,1041480,3620352,1404706,8800501850,1.0,0.9994293965846166,0.22340573405476646,0.42575666772682047,0.29304371485834735,19,0.26,True,True
1863,900,148,696,7307168,1.0,0.9998845245366205,0.8587786259541985,0.5639097744360902,0.680786686838124,19,0.26,True,False
1864,1039892,3615880,1406294,8800506322,1.0,0.9994297240674537,0.22335543922683498,0.42510749387004915,0.29284656428551115,19,0.28,True,True
1865,880,140,716,7307176,1.0,0.9998828827053876,0.8627450980392157,0.5513784461152882,0.672782874617737,19,0.28,True,False
1866,1038308,3567038,1407878,8800555164,1.0,0.9994350902893369,0.22545711006295727,0.4244599552119095,0.29449146653521535,19,0.3,True,True
1867,866,110,730,7307206,1.0,0.9998850718136981,0.8872950819672131,0.5426065162907269,0.6734059097978228,19,0.3,True,False
1868,982928,3566472,1463258,8800555730,1.0,0.9994288660715048,0.216056622851365,0.40182063015649666,0.2810137706833995,19,0.32,True,True
1869,826,106,770,7307210,1.0,0.9998801463199994,0.8862660944206009,0.5175438596491229,0.6534810126582279,19,0.32,True,False
1870,941166,3566444,1505020,8800555758,1.0,0.9994241271087032,0.20879490461685904,0.3847483388425901,0.27069128861416125,19,0.34,True,True
1871,820,104,776,7307212,1.0,0.9998795990429219,0.8874458874458875,0.5137844611528822,0.6507936507936508,19,0.34,True,False
1872,912920,3566414,1533266,8800555788,1.0,0.9994209231365365,0.20380708382094304,0.3732013837050821,0.2636394090263258,19,0.36,True,True
1873,782,98,814,7307218,1.0,0.9998752208263009,0.8886363636363637,0.4899749373433584,0.6316639741518578,19,0.36,True,False
1874,906050,3565464,1540136,8800556738,1.0,0.999420250911018,0.20262711913682926,0.37039293005519613,0.26195122656374226,19,0.38,True,True
1875,756,96,840,7307220,1.0,0.999871937163835,0.8873239436619719,0.47368421052631576,0.6176470588235293,19,0.38,True,False
1876,905024,3515346,1541162,8800606856,1.0,0.9994258253865501,0.20473942226555694,0.36997350160617387,0.2636034716676017,19,0.4,True,True
1877,738,84,858,7307232,1.0,0.9998711162482186,0.8978102189781022,0.462406015037594,0.6104218362282878,19,0.4,True,False
1878,903274,3515346,1542912,8800606856,1.0,0.9994256266712364,0.20442445831503953,0.3692581022048201,0.26316082348139186,19,0.42,True,True
1879,722,84,874,7307232,1.0,0.999868927139908,0.8957816377171216,0.4523809523809524,0.601165695253955,19,0.42,True,False
1880,876042,3444536,1570144,8800677666,1.0,0.9994305750232028,0.20276037141326925,0.3581256699204394,0.258924945513099,19,0.44,True,True
1881,682,64,914,7307252,1.0,0.99986619075452,0.9142091152815014,0.4273182957393484,0.582408198121264,19,0.44,True,False
1882,805284,3443502,1640902,8800678700,1.0,0.9994226577508978,0.18953272770151286,0.3291998237255875,0.24056381415784855,19,0.46,True,True
1883,666,62,930,7307254,1.0,0.9998642752847483,0.9148351648351648,0.41729323308270677,0.5731497418244407,19,0.46,True,False
1884,803820,3364122,1642366,8800758080,1.0,0.9994315052379742,0.1928577700937297,0.3286013410263978,0.24306151922067426,19,0.48,True,True
1885,658,60,938,7307256,1.0,0.9998634543691318,0.9164345403899722,0.41228070175438597,0.5687121866897148,19,0.48,True,False
1886,798624,3363110,1647562,8800759092,1.0,0.999431030138047,0.19189693526784748,0.326477218003864,0.24171721207278543,19,0.5,True,True
1887,642,54,954,7307262,1.0,0.9998620861764378,0.9224137931034483,0.40225563909774437,0.5602094240837696,19,0.5,True,False
1888,798012,3070136,1648174,8801052066,1.0,0.999464228313218,0.20630337825750203,0.3262270326132191,0.2527620490141953,19,0.52,True,True
1889,636,46,960,7307270,1.0,0.9998623598149766,0.9325513196480938,0.39849624060150374,0.5583845478489903,19,0.52,True,False
1890,797960,3070136,1648226,8801052066,1.0,0.9994642224085344,0.20629270835056834,0.32620577503100745,0.2527476599873113,19,0.54,True,True
1891,632,46,964,7307270,1.0,0.999861812537899,0.9321533923303835,0.39598997493734334,0.5558487247141601,19,0.54,True,False
1892,786368,3068024,1659818,8801054178,1.0,0.9994631459392921,0.20401868829117537,0.32146696939644,0.2496177334841343,19,0.56,True,True
1893,608,44,988,7307272,1.0,0.999858802513972,0.9325153374233128,0.38095238095238093,0.5409252669039145,19,0.56,True,False
1894,786368,3068024,1659818,8801054178,1.0,0.9994631459392921,0.20401868829117537,0.32146696939644,0.2496177334841343,19,0.58,True,True
1895,608,44,988,7307272,1.0,0.999858802513972,0.9325153374233128,0.38095238095238093,0.5409252669039145,19,0.58,True,False
1896,772698,3068024,1673488,8801054178,1.0,0.9994615936888129,0.2011856104138753,0.3158786780727222,0.24581177265517484,19,0.6,True,True
1897,582,44,1014,7307272,1.0,0.9998552452129674,0.9297124600638977,0.36466165413533835,0.5238523852385238,19,0.6,True,False
1898,685594,2343960,1760592,8801778242,1.0,0.9995339215209419,0.2263019573178098,0.28027059266956805,0.2504114512376409,19,0.62,True,True
1899,566,38,1030,7307278,1.0,0.9998538770202733,0.9370860927152318,0.35463659147869675,0.5145454545454545,19,0.62,True,False
1900,677432,2342406,1768754,8801779796,1.0,0.9995331711719173,0.2243272652374068,0.27693396986165403,0.24787011546235435,19,0.64,True,True
1901,554,32,1042,7307284,1.0,0.9998530561046569,0.9453924914675768,0.34711779448621555,0.5077910174152155,19,0.64,True,False
1902,675498,2264906,1770688,8801857296,1.0,0.9995417518127153,0.22972965619690355,0.27614335132324364,0.25080728252939244,19,0.66,True,True
1903,538,26,1058,7307290,1.0,0.9998516879119628,0.9539007092198581,0.33709273182957394,0.4981481481481481,19,0.66,True,False
1904,647892,2262838,1798294,8801859364,1.0,0.9995388519317543,0.22258746087751183,0.2648580279668022,0.2418899232319491,19,0.68,True,True
1905,510,20,1086,7307296,1.0,0.9998486778880359,0.9622641509433962,0.31954887218045114,0.4797742238946378,19,0.68,True,False
1906,645358,2262838,1800828,8801859364,1.0,0.9995385641919801,0.22191007758761788,0.26382212963364193,0.24105788492490823,19,0.7000000000000001,True,True
1907,490,20,1106,7307296,1.0,0.9998459415026477,0.9607843137254902,0.30701754385964913,0.46533713200379867,19,0.7000000000000001,True,False
1908,632156,2262510,1814030,8801859692,1.0,0.9995371023285807,0.21838650814981764,0.258425156549829,0.23672477724527846,19,0.72,True,True
1909,472,18,1124,7307298,1.0,0.9998437523943372,0.963265306122449,0.2957393483709273,0.45254074784276116,19,0.72,True,False
1910,624686,2262510,1821500,8801859692,1.0,0.9995362540980701,0.2163642509895414,0.2553714231051931,0.23425511242209915,19,0.74,True,True
1911,448,18,1148,7307298,1.0,0.9998404687318715,0.9613733905579399,0.2807017543859649,0.434529582929195,19,0.74,True,False
1912,612484,2262510,1833702,8801859692,1.0,0.9995348685413513,0.21303835764526813,0.25038324967929665,0.23020608210960727,19,0.76,True,True
1913,432,18,1164,7307298,1.0,0.999838279623561,0.96,0.2706766917293233,0.42228739002932547,19,0.76,True,False
1914,557714,2262510,1888472,8801859692,1.0,0.99952864931979,0.1977552137702537,0.2279932924152129,0.21180044850287008,19,0.78,True,True
1915,400,18,1196,7307298,1.0,0.99983390140694,0.9569377990430622,0.2506265664160401,0.3972194637537239,19,0.78,True,False
1916,545022,2262440,1901164,8801859762,1.0,0.9995272160713958,0.19413334891086684,0.22280480715693737,0.20748325734803705,19,0.8,True,True
1917,376,16,1220,7307300,1.0,0.999830891383013,0.9591836734693877,0.23558897243107768,0.37826961770623735,19,0.8,True,False
1918,526308,2262440,1919878,8801859762,1.0,0.9995250910666067,0.18872554996005375,0.215154530358689,0.20107531441657142,19,0.8200000000000001,True,True
1919,352,16,1244,7307300,1.0,0.9998276077205472,0.9565217391304348,0.22055137844611528,0.35845213849287166,19,0.8200000000000001,True,False
1920,510680,2254938,1935506,8801867264,1.0,0.9995241683462415,0.18465312273784737,0.20876580930477076,0.19597053150885949,19,0.84,True,True
1921,312,12,1284,7307304,1.0,0.9998226822268486,0.9629629629629629,0.19548872180451127,0.325,19,0.84,True,False
1922,438716,2254938,2007470,8801867264,1.0,0.9995159967183349,0.16287021272962304,0.17934695072247164,0.17071192877599303,19,0.86,True,True
1923,278,12,1318,7307304,1.0,0.9998180303716887,0.9586206896551724,0.17418546365914786,0.29480381760339336,19,0.86,True,False
1924,383790,961932,2062396,8803160270,1.0,0.999656582692968,0.28519263265369815,0.1568932207117529,0.20242579725035525,19,0.88,True,True
1925,250,8,1346,7307308,1.0,0.9998147467092229,0.9689922480620154,0.15664160401002505,0.26968716289104633,19,0.88,True,False
1926,334028,960912,2112158,8803161290,1.0,0.9996510479604988,0.2579486308245942,0.1365505321345147,0.17857083669462082,19,0.9,True,True
1927,188,6,1408,7307310,1.0,0.9998065375530585,0.9690721649484536,0.11779448621553884,0.2100558659217877,19,0.9,True,False
1928,271720,956354,2174466,8803165848,1.0,0.999644490355146,0.22125702522812143,0.11107904304905677,0.14790461208515457,19,0.92,True,True
1929,142,4,1454,7307312,1.0,0.9998005175052046,0.9726027397260274,0.08897243107769423,0.16303099885189437,19,0.92,True,False
1930,140732,230,2305454,8804121972,1.0,0.9997381858746317,0.9983683545920177,0.05753119345789731,0.1087931575619176,19,0.9400000000000001,True,True
1931,98,2,1498,7307314,1.0,0.9997947710958895,0.98,0.06140350877192982,0.11556603773584904,19,0.9400000000000001,True,False
1932,73480,0,2372706,8804122202,1.0,0.9997305754187712,1.0,0.030038598863700472,0.05832519071972238,19,0.96,True,True
1933,50,0,1546,7307316,1.0,0.9997884774094968,1.0,0.03132832080200501,0.060753341433778855,19,0.96,True,False
1934,34504,0,2411682,8804122202,1.0,0.999726149631304,1.0,0.01410522339674906,0.027818066747558136,19,0.98,True,True
1935,12,0,1584,7307316,1.0,0.9997832782772593,1.0,0.007518796992481203,0.014925373134328356,19,0.98,True,False
1936,242,0,2445944,8804122202,1.0,0.9997222591261162,1.0,9.892951721578e-05,0.0001978394622690715,19,1.0,True,True
1937,6,0,1590,7307316,1.0,0.9997824573616428,1.0,0.0037593984962406013,0.00749063670411985,19,1.0,True,False
1938,2933752,11269772054,0,0,1.0,0.0002602526891492621,0.0002602526891492621,1.0,0.000520369950619523,20,0.0,True,True
1939,1650,7486782,0,0,1.0,0.0002203398521880148,0.0002203398521880148,1.0,0.0004405826264652376,20,0.0,True,False
1940,2397292,2754791708,536460,8514980346,1.0,0.7555752615726518,0.0008694695938508386,0.817142007913416,0.0017370908581967298,20,0.02,True,True
1941,1446,1569278,204,5917504,1.0,0.7904124655201517,0.0009205945793150165,0.8763636363636363,0.001839257072426789,20,0.02,True,False
1942,1972656,211286660,961096,11058485394,1.0,0.9811715341770891,0.009250034357232957,0.6724003937619812,0.018249021749393003,20,0.04,True,True
1943,1266,85814,384,7400968,1.0,0.9884891790430894,0.014538355535140102,0.7672727272727272,0.02853600811450468,20,0.04,True,False
1944,1945394,105127568,988358,11164644486,1.0,0.9905864725092427,0.018168863209369328,0.6631078564241285,0.03536864122675276,20,0.06,True,True
1945,1246,29630,404,7457152,1.0,0.9959892805329607,0.040354968260137326,0.7551515151515151,0.07661563057246511,20,0.06,True,False
1946,1892732,62354734,1041020,11207417320,1.0,0.994376172403412,0.02946002570747304,0.6451574638892449,0.0563470581911748,20,0.08,True,True
1947,1224,12136,426,7474646,1.0,0.9983224792586752,0.09161676646706587,0.7418181818181818,0.16309127248501,20,0.08,True,False
1948,1856678,15821628,1077074,11253950426,1.0,0.998500918742064,0.10502578697302785,0.6328680815556326,0.1801545483716376,20,0.1,True,True
1949,1170,4666,480,7482116,1.0,0.9993128067397821,0.20047978067169295,0.7090909090909091,0.31258348917980233,20,0.1,True,False
1950,1826126,3689164,1107626,11266082890,1.0,0.9995744774961264,0.33110244429576685,0.6224541133674557,0.43226817904325715,20,0.12,True,True
1951,1148,1010,502,7485772,1.0,0.9997980885718132,0.5319740500463392,0.6957575757575758,0.6029411764705882,20,0.12,True,False
1952,1813802,1848392,1119950,11267923662,1.0,0.9997366788372655,0.49527742113061185,0.6182533492946916,0.5499747875437427,20,0.14,True,True
1953,1136,464,514,7486318,1.0,0.9998693985603395,0.71,0.6884848484848485,0.699076923076923,20,0.14,True,False
1954,1803636,1184682,1130116,11268587372,1.0,0.9997946546250885,0.6035622714851632,0.6147881620532342,0.609123499046786,20,0.16,True,True
1955,1104,300,546,7486482,1.0,0.9998870257485145,0.7863247863247863,0.6690909090909091,0.7229862475442043,20,0.16,True,False
1956,1778800,1116222,1154952,11268655832,1.0,0.9997985245034257,0.614434018117997,0.6063225521448302,0.6103513363187524,20,0.18,True,True
1957,1086,222,564,7486560,1.0,0.9998950381067759,0.8302752293577982,0.6581818181818182,0.7342799188640973,20,0.18,True,False
1958,1612066,374996,1321686,11269397058,1.0,0.9998494876004751,0.8112811779400945,0.549489527403816,0.6552029806450721,20,0.2,True,True
1959,1056,168,594,7486614,1.0,0.9998982430500805,0.8627450980392157,0.64,0.7348643006263048,20,0.2,True,False
1960,1611196,371128,1322556,11269400926,1.0,0.9998497535525944,0.812781361674479,0.5491929788202956,0.6554805092516878,20,0.22,True,True
1961,1044,148,606,7486634,1.0,0.9998993113645153,0.8758389261744967,0.6327272727272727,0.7346938775510203,20,0.22,True,False
1962,1601102,163284,1332650,11269608770,1.0,0.9998672959247101,0.9074556247895869,0.545752333530578,0.681590025665487,20,0.24,True,True
1963,1026,134,624,7486648,1.0,0.9998987772072979,0.8844827586206897,0.6218181818181818,0.7302491103202846,20,0.24,True,False
1964,1597098,150468,1336654,11269621586,1.0,0.9998680776358762,0.9138985308709371,0.5443875283255026,0.6823283528271312,20,0.26,True,True
1965,1016,96,634,7486686,1.0,0.9999025163078199,0.9136690647482014,0.6157575757575757,0.7356987690079653,20,0.26,True,False
1966,1565664,150404,1368088,11269621650,1.0,0.9998652948079961,0.9123554544458611,0.5336729212285156,0.673429939223454,20,0.28,True,True
1967,980,92,670,7486690,1.0,0.9998982430500805,0.914179104477612,0.593939393939394,0.7200587803085966,20,0.28,True,False
1968,1425348,143480,1508404,11269628574,1.0,0.9998534616241719,0.9085431927528066,0.4858447476132952,0.6331250083285583,20,0.3,True,True
1969,932,70,718,7486712,1.0,0.9998947710281672,0.9301397205588823,0.5648484848484848,0.7028657616892912,20,0.3,True,False
1970,1418640,143444,1515112,11269628610,1.0,0.999852869752077,0.9081713915512866,0.483558255776221,0.6310906358683902,20,0.32,True,True
1971,912,68,738,7486714,1.0,0.9998923673206888,0.9306122448979591,0.5527272727272727,0.6935361216730038,20,0.32,True,False
1972,1372732,143444,1561020,11269628610,1.0,0.9998487972604507,0.9053909308681841,0.46791003465868963,0.6169681846537741,20,0.34,True,True
1973,890,68,760,7486714,1.0,0.9998894294559929,0.9290187891440501,0.5393939393939394,0.6825153374233129,20,0.34,True,False
1974,1333462,139488,1600290,11269632566,1.0,0.9998456645609367,0.9053002478020299,0.45452444514737445,0.6051972654379626,20,0.36,True,True
1975,854,62,796,7486720,1.0,0.9998854232768623,0.9323144104803494,0.5175757575757576,0.6656274356975838,20,0.36,True,False
1976,1299358,138750,1634394,11269633304,1.0,0.9998427046682035,0.903519068108932,0.4428997406733766,0.5944188514728286,20,0.38,True,True
1977,836,58,814,7486724,1.0,0.9998835537266012,0.9351230425055929,0.5066666666666667,0.6572327044025158,20,0.38,True,False
1978,1286750,138750,1647002,11269633304,1.0,0.9998415862144606,0.9026657313223431,0.4386021722354173,0.5903535744205657,20,0.4,True,True
1979,806,58,844,7486724,1.0,0.9998795475474705,0.9328703703703703,0.48848484848484847,0.6412092283214001,20,0.4,True,False
1980,1268178,132808,1665574,11269639246,1.0,0.9998404658091012,0.9052039063916413,0.43227171212835985,0.5851232531239489,20,0.42,True,True
1981,784,54,866,7486728,1.0,0.9998771438399922,0.9355608591885441,0.47515151515151516,0.630225080385852,20,0.42,True,False
1982,1167870,105984,1765882,11269666070,1.0,0.999833947054752,0.9168005124606117,0.3980806830297858,0.555123269621728,20,0.44,True,True
1983,760,48,890,7486734,1.0,0.9998747401325138,0.9405940594059405,0.46060606060606063,0.6183889340927583,20,0.44,True,False
1984,1157104,68106,1776648,11269703948,1.0,0.9998363521561063,0.944412794541344,0.3944109795238316,0.5564388421918738,20,0.46,True,True
1985,748,42,902,7486740,1.0,0.9998739388966876,0.9468354430379747,0.4533333333333333,0.6131147540983607,20,0.46,True,False
1986,1140108,44238,1793644,11269727816,1.0,0.9998369617701705,0.9626477397652375,0.3886177154715191,0.5537061041286535,20,0.48,True,True
1987,732,38,918,7486744,1.0,0.9998723364250353,0.9506493506493506,0.44363636363636366,0.6049586776859505,20,0.48,True,False
1988,1130080,42518,1803672,11269729536,1.0,0.9998362247687669,0.9637403440906431,0.38519956697089597,0.550406078390785,20,0.5,True,True
